ID,Province,Study_site,Latitude,Longitude,Altitude,MAT,MAP,Soil_fertility,Forest_type,Dominant_species,Stand_origin,Stand_age,MMD,Mean_DBH,Mean_height,Stand_density,GSV,Plot_dimension,Sample_size,Method,Tree_numbers,Trees,AGBt,Wood,Bark,Stem,Branch,Leaf,Crown,Reproduction,BGBt,Understory,AGBu,BGBu,Shrub,AGBs,BGBs,Floor,AGBf,BGBf,Liana,DOM,Litterfall,Suspended_branches,Dead_trees,Sources
381,Fujian,Shuibei Township,27.35,117.49,283,18.8,1789,III,Cunninghamia & broadleaved mixed forest,Cunninghamia lanceolata & Choerospondias axillaris,Planted,6,Min DBH,8.73,6.67,NA,58.98,480,3,Average,,NA,32.833,NA,NA,20.512,7.055,5.266,12.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,He et al. 2004
382,Fujian,Shuibei Township,27.35,117.49,283,18.8,1789,III,Cunninghamia & broadleaved mixed forest,Cunninghamia lanceolata & Choerospondias axillaris,Planted,6,Min DBH,9.55,7.31,NA,76.42,480,3,Average,,NA,41.513,NA,NA,25.221,9.5,6.792,16.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,He et al. 2004
383,Fujian,Shuibei Township,27.35,117.49,283,18.8,1789,III,Cunninghamia & broadleaved mixed forest,Cunninghamia lanceolata & Choerospondias axillaris,Planted,6,Min DBH,9.61,7.2,NA,75.95,480,3,Average,,NA,40.258,NA,NA,22.492,8.838,8.928,17.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,He et al. 2004
384,Guangxi,Shankou Forest Farm,24.99,107.49,980,16.9,1498,III,Taiwania forest,T. flousiana,Planted,8,Min DBH,8.6,10.7,2100,72.093,400,3,Average,,59.64,53.15,26.92,2.45,29.37,15.22,8.56,23.78,NA,6.49,0.53,0.43,0.1,NA,NA,NA,NA,NA,NA,0,1.84,1.31,0.53,0,He et al. 2008
385,Guangxi,Shankou Forest Farm,24.99,107.49,980,16.9,1498,III,Taiwania forest,T. flousiana,Planted,14,Min DBH,13.3,14.1,1767,191.183,400,4,Average,,109.9,93.79,60.27,4.57,64.84,19.13,9.82,28.95,NA,16.11,1.27,1.03,0.24,NA,NA,NA,NA,NA,NA,0,7,3.92,3.08,0,He et al. 2008
386,Guangxi,Shankou Forest Farm,24.99,107.49,980,16.9,1498,III,Taiwania forest,T. flousiana,Planted,28,Min DBH,15.8,17.9,2000,387.693,400,2,Average,,246.27,192.56,155.72,12.17,167.89,16.06,8.61,24.67,NA,53.71,3.78,3.06,0.72,NA,NA,NA,NA,NA,NA,0,8.75,7.39,1.36,0,He et al. 2008
387,Hunan,Daweishan Forest Farm,28.39,114.12,1500,13.7,2000,III,Pinus forest,P. taiwanensis,Planted,10,Min DBH,7.72,5.2,1530,23.49,400,3,Allometry,10,16.743,13.739,8.738,1.65,10.388,1.827,1.524,3.351,NA,3.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1998
388,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,20,Min DBH,10.2,9.2,3900,164.618,NA,1,Allometry,94,97.83,83.22,NA,NA,58.67,13.98,10.57,24.55,NA,14.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
389,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,45,Min DBH,18.2,17.3,1660,313.646,NA,1,Allometry,94,264.06,219.14,NA,NA,179.55,30.09,9.5,39.59,NA,44.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
390,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,20,Min DBH,10.6,8.6,2800,120.007,NA,1,Allometry,94,78.12,67.68,NA,NA,44.54,12.92,10.22,23.14,NA,10.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
391,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,20,Min DBH,11,9.1,2430,117.394,NA,1,Allometry,94,77.37,68.34,NA,NA,43.54,14.74,10.06,24.8,NA,9.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
392,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,20,Min DBH,12.4,9.2,2070,125.776,NA,1,Allometry,94,88.77,73.9,NA,NA,46.44,14.42,13.04,27.46,NA,14.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
393,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,40,Min DBH,19.8,17.1,1490,404.733,NA,1,Allometry,94,210.69,161.57,NA,NA,138.62,14.73,8.22,22.95,NA,49.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
394,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,40,Min DBH,21.1,17.5,1170,367.302,NA,1,Allometry,94,185.83,145,NA,NA,120.52,15.14,9.34,24.48,NA,40.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
395,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,40,Min DBH,22.7,18.5,950,361.869,NA,1,Allometry,94,208.54,159.29,NA,NA,138.4,12.41,8.48,20.89,NA,49.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
396,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,45,Min DBH,20.9,19.5,1280,341.549,NA,1,Allometry,94,236.81,195.91,NA,NA,157.91,27.86,10.14,38,NA,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
397,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,45,Min DBH,23.3,19.9,1020,361.787,NA,1,Allometry,94,229.39,190.44,NA,NA,158.2,22.22,10.02,32.24,NA,38.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
398,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,45,Min DBH,24.5,20.1,820,325.927,NA,1,Allometry,94,224.48,188.8,NA,NA,148.6,29.91,10.29,40.2,NA,35.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
399,Liaoning,Caohekou Township,40.88,123.91,259,6.2,935,V,Pinus forest,P. koraiensis,Planted,45,Min DBH,28.4,21.2,505,316.888,NA,1,Allometry,94,189.79,160.22,NA,NA,128.19,23.8,8.23,32.03,NA,29.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Hu et al. 1999
400,Fujian,Youxi Forest Region,26.1,118.2,288,18.2,1625,III,Pinus forest,P. massoniana,Planted,26,Min DBH,NA,NA,NA,NA,400,3,Average,,198.54,185.29,NA,NA,153.25,NA,NA,32.04,NA,13.25,8.76,NA,NA,2.88,NA,NA,5.88,NA,NA,0,3.25,3.25,0,0,Hu et al. 2008
401,Fujian,Youxi Forest Region,26.1,118.2,288,18.2,1625,III,Pinus forest,P. massoniana,Planted,34,Min DBH,NA,NA,NA,NA,400,3,Average,,335.72,303.98,NA,NA,244.02,NA,NA,59.96,NA,31.74,9.13,NA,NA,3.88,NA,NA,5.25,NA,NA,0,3.41,3.41,0,0,Hu et al. 2008
402,Fujian,Youxi Forest Region,26.1,118.2,288,18.2,1625,III,Pinus forest,P. massoniana,Planted,42,Min DBH,NA,NA,NA,NA,400,3,Average,,400.25,345.42,NA,NA,270.93,NA,NA,74.49,NA,54.83,11.92,NA,NA,6.67,NA,NA,5.25,NA,NA,0,3.38,3.38,0,0,Hu et al. 2008
403,Jiangsu,Yixing Forest Farm,31.33,119.76,185,15.7,1167,III,Cunninghamia forest,C. lanceolata,Planted,20,Min DBH,NA,NA,3600,NA,667,3,Average,,NA,129.15,NA,NA,80.1,18.15,19.05,37.2,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang 1985
404,Jiangsu,Yixing Forest Farm,31.33,119.76,185,15.7,1167,III,Cunninghamia forest,C. lanceolata,Planted,20,Min DBH,NA,NA,2475,NA,667,3,Average,,NA,121.5,NA,NA,72.9,22.2,21,43.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang 1985
405,Jiangsu,Yixing Forest Farm,31.33,119.76,185,15.7,1167,III,Cunninghamia forest,C. lanceolata,Planted,20,Min DBH,NA,NA,1800,NA,667,3,Average,,NA,113.1,NA,NA,75.75,17.1,17.55,34.65,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang 1985
406,Sichuan,Hongya Forest Farm,29.91,103.37,1100,12.5,2515,IV,Cryptomeria forest ,C. fortunei,Planted,16,Min DBH,14.9,12.2,2235,254,667,1,Allometry,20,123.31,103.25,NA,NA,67.35,NA,NA,35.9,NA,20.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang 1986
407,Sichuan,Hongya Forest Farm,29.91,103.37,1290,12.5,2515,IV,Cryptomeria forest ,C. fortunei,Planted,18,Min DBH,17.4,14.7,1725,305,667,1,Allometry,20,133.49,109.14,NA,NA,73.49,NA,NA,35.65,NA,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang 1986
408,Sichuan,Hongya Forest Farm,29.91,103.37,1120,12.5,2515,IV,Cryptomeria forest ,C. fortunei,Planted,17,Min DBH,15.8,13.3,2055,276,667,1,Allometry,20,130.11,107.03,NA,NA,70.73,NA,NA,36.3,NA,23.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang 1986
409,Guangdong,Xijiang Forest Farm,23.13,111.83,300,21.7,1537,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,8.4,7,3420,75.924,NA,4,Average,,57.729,38.372,NA,NA,25.376,5.984,7.012,12.996,NA,19.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.641,3.641,0,0,Huang 1988
410,Guangdong,Xijiang Forest Farm,23.13,111.83,300,21.7,1537,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,7.2,6.3,4350,66.555,NA,5,Average,,52.461,33.93,NA,NA,22.838,5.133,5.96,11.093,NA,18.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.928,4.928,0,0,Huang 1988
411,Guangdong,Xijiang Forest Farm,23.13,111.83,300,21.7,1537,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,4.2,3.4,3315,12.266,NA,4,Average,,25.513,13.46,NA,NA,7.56,2.486,3.414,5.9,NA,12.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.157,1.157,0,0,Huang 1988
412,Guangdong,Xijiang Forest Farm,23.13,111.83,300,21.7,1537,III,Cunninghamia forest,C. lanceolata,Planted,15,Min DBH,14,12.5,2100,215.25,NA,5,Average,,104.1,82.425,NA,NA,63.63,11.235,7.161,18.396,0.399,21.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.821,9.821,0,0,Huang 1988
413,Guangdong,Xijiang Forest Farm,23.13,111.83,300,21.7,1537,III,Cunninghamia forest,C. lanceolata,Planted,15,Min DBH,13,11,2160,178.416,NA,5,Average,,88.928,72.599,NA,NA,55.728,10.929,5.445,16.374,0.497,16.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98,4.98,0,0,Huang 1988
414,Guangdong,Xijiang Forest Farm,23.13,111.83,300,21.7,1537,III,Cunninghamia forest,C. lanceolata,Planted,15,Min DBH,10,7.7,2426,136.099,NA,4,Average,,56.258,45.12,NA,NA,32.67,7.475,4.595,12.069,0.381,11.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.315,5.315,0,0,Huang 1988
415,Guangdong,Xijiang Forest Farm,23.13,111.83,300,21.7,1537,III,Cunninghamia forest,C. lanceolata,Planted,25,Min DBH,15,15.3,2370,335.118,NA,4,Average,,153.719,131.559,NA,NA,112.101,14.006,4.883,18.888,0.57,22.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.098,6.098,0,0,Huang 1988
416,Guangdong,Xijiang Forest Farm,23.13,111.83,300,21.7,1537,III,Cunninghamia forest,C. lanceolata,Planted,25,Min DBH,12.8,12.6,2610,226.809,NA,5,Average,,114.134,97.274,NA,NA,80.283,11.563,4.515,16.078,0.914,16.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.489,5.489,0,0,Huang 1988
417,Guangdong,Xijiang Forest Farm,23.13,111.83,300,21.7,1537,III,Cunninghamia forest,C. lanceolata,Planted,25,Min DBH,9.3,8,3405,104.874,NA,4,Average,,67.254,57.926,NA,NA,44.946,8.24,3.99,12.23,0.75,9.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.665,7.665,0,0,Huang 1988
418,Fujian,Jinshan Forest Farm,24.74,117.48,223,20.8,1582,II,Castanopsis forest,C. hystrix,Primary,36,Min DBH,24.4,27.1,600,483,600,2,Average,,500.77,406.2,NA,NA,313.55,73.62,19.03,92.65,NA,94.57,11.15,NA,NA,8.5,NA,NA,2.65,NA,NA,0,5.56,5.56,0,0,Huang 1998
419,Fujian,Jinshan Forest Farm,24.74,117.48,223,20.8,1582,II,Castanopsis forest,C. hystrix,Primary,36,Min DBH,22.3,21.4,645,342,600,2,Average,,354.65,284.43,NA,NA,211.73,57.45,15.25,72.7,NA,70.22,19.3,NA,NA,17.2,NA,NA,2.1,NA,NA,0,4.6,4.6,0,0,Huang 1998
420,Fujian,Heping Forest Farm,27.15,117.31,400,18,1700,III,Pinus forest,P. massoniana,Planted,5,Min DBH,NA,NA,NA,NA,400,4,Average,,11.051,9.636,3.658,0.917,4.575,2.906,2.155,5.061,NA,1.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang 2002
421,Fujian,Heping Forest Farm,27.15,117.31,400,18,1700,III,Pinus forest,P. massoniana,Planted,5,Min DBH,NA,NA,NA,NA,400,4,Average,,7.842,6.799,2.222,0.722,2.944,2.12,1.735,3.855,NA,1.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang 2002
422,Fujian,Heping Forest Farm,27.15,117.31,400,18,1700,III,Pinus forest,P. massoniana,Planted,5,Min DBH,NA,NA,NA,NA,400,4,Average,,5.21,4.387,1.256,0.526,1.782,1.313,1.292,2.605,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang 2002
423,Fujian,Minqing Nature Reserve,26.31,118.76,300,19.7,1650,II,Cyclobalanopsis forest,C. chungii,Secondary,35,Min DBH,NA,NA,NA,NA,500,3,Average,,355.295,271.469,199.014,24.24,223.254,41.612,6.603,48.215,NA,83.826,32.332,26.822,5.51,30.219,26.044,4.175,2.113,0.778,1.335,0,7.363,7.363,0,0,Huang 2006a
424,Fujian,Dongyuan Forest Farm,27.16,118.64,200,18.7,1694,II,Liquidambar forest,L. formosana,Planted,5,Min DBH,3.61,3.89,2500,5.822,NA,1,Average,,15.14,11.41,5.75,0.63,6.38,3.35,1.68,5.03,NA,3.73,1.64,NA,NA,1.19,NA,NA,0.45,NA,NA,0,NA,NA,0,NA,Huang 2006b
425,Fujian,Dongyuan Forest Farm,27.16,118.64,200,18.7,1694,II,Deciduous broadleaved mixed forest,Liquidambar formosana & Liriodendron chinense,Planted,5,Min DBH,5.26,5.14,2925,18.451,NA,1,Average,,28.11,20.59,10.72,1.57,12.29,5.96,2.34,8.3,NA,7.52,1.38,NA,NA,1.06,NA,NA,0.32,NA,NA,0,NA,NA,0,NA,Huang 2006b
426,Fujian,Dongyuan Forest Farm,27.16,118.64,200,18.7,1694,II,Pinus & broadleaved mixed forest,Pinus massoniana & Liquidambar formosana,Planted,5,Min DBH,3.29,3.21,3400,5.946,NA,1,Average,,14.5,11.23,5.35,0.52,5.87,3.76,1.6,5.36,NA,3.27,1.68,NA,NA,1.14,NA,NA,0.54,NA,NA,0,NA,NA,0,NA,Huang 2006b
427,Fujian,Dongyuan Forest Farm,27.16,118.64,200,18.7,1694,II,Cunninghamia & broadleaved mixed forest,Cunninghamia lanceolata & Liquidambar formosana,Planted,5,Min DBH,5.39,4.22,2525,14.455,NA,1,Average,,21.33,15.89,7.91,0.86,8.77,3.78,3.34,7.12,NA,5.44,1.37,NA,NA,0.95,NA,NA,0.42,NA,NA,0,NA,NA,0,NA,Huang 2006b
428,Hebei,Mengjiazhuang Township,38.43,113.89,660,8.3,750,II,Robinia forest,R. pseudoacacia ,Planted,4,Min DBH,NA,NA,NA,NA,NA,20,Allometry,420,6.138,3.774,NA,NA,2.284,0.794,0.696,1.49,NA,2.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang and Bi 1992
429,Hebei,Mengjiazhuang Township,38.43,113.89,660,8.3,750,II,Robinia forest,R. pseudoacacia ,Planted,8,Min DBH,NA,NA,NA,NA,NA,20,Allometry,420,22.304,15.568,NA,NA,11.018,3.212,1.338,4.55,NA,6.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang and Bi 1992
430,Hebei,Mengjiazhuang Township,38.43,113.89,660,8.3,750,II,Robinia forest,R. pseudoacacia ,Planted,13,Min DBH,NA,NA,NA,NA,NA,20,Allometry,420,23.444,17.231,NA,NA,12.73,3.446,1.055,4.501,NA,6.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang and Bi 1992
431,Jiangxi,Nanlu and Nanling Forest Farms,28.35,115.31,40,17.7,1547,III,Pinus forest,P. massoniana,Planted,9,Min DBH,2.93,2.68,5502,6.328,625,3,Average,,NA,9.019,NA,NA,4.691,NA,NA,4.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang and Huang 2004
432,Jiangxi,Nanlu and Nanling Forest Farms,28.35,115.31,40,17.7,1547,III,Schima forest,S. superba,Planted,8,Min DBH,NA,NA,NA,NA,625,3,Average,,NA,9.747,NA,NA,4.119,NA,NA,5.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang and Huang 2004
433,Jiangxi,Nanlu and Nanling Forest Farms,28.35,115.31,40,17.7,1547,III,Pinus & broadleaved mixed forest,Pinus massoniana & Schima superba,Planted,8,Min DBH,3.2,3.11,3596,7.003,625,6,Average,,NA,15.798,NA,NA,7.37,NA,NA,8.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang and Huang 2004
434,Guangxi,Jintian Forest Farm,23.38,109.95,240,21,1712,III,Pinus forest,P. massoniana,Planted,6,Min DBH,6.97,5.3,NA,36.16,100,3,Allometry,30,40.091,32.968,13.673,4.475,18.148,8.537,6.283,14.82,NA,7.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang and Liang 1998
435,Jiangxi,Dagang Mountain,27.67,114.63,480,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,3,2.5,1633,1.87,600,1,Allometry,39,5.888,4.598,NA,NA,2.152,0.26,2.186,2.446,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1988
436,Jiangxi,Dagang Mountain,27.67,114.63,480,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,3.7,2.9,3233,7.27,600,1,Allometry,39,14.629,11.3,NA,NA,5.823,0.582,4.896,5.477,NA,3.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1988
437,Jiangxi,Dagang Mountain,27.67,114.63,480,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,3.4,2.8,4917,8.57,600,1,Allometry,39,20.593,16.068,NA,NA,7.818,0.832,7.418,8.25,NA,4.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1988
438,Jiangxi,Dagang Mountain,27.67,114.63,480,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,3.8,3,6567,15.6,600,1,Allometry,39,31.392,24.609,NA,NA,12.24,1.197,11.172,12.369,NA,6.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1988
439,Jiangxi,Dagang Mountain,27.67,114.63,480,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,2.7,2.5,9767,9.94,600,1,Allometry,39,30.393,23.46,NA,NA,10.663,1.428,11.368,12.796,NA,6.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1988
440,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,NA,NA,NA,NA,400,3,Allometry,41,59.352,49.229,NA,NA,38.044,4.716,6.47,11.186,NA,10.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
441,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,13.2,10.35,2175,160.35,400,3,Allometry,41,86.191,72.247,NA,NA,55.795,6.893,9.559,16.452,NA,13.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
442,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,13.09,10.25,2415,183.9,400,3,Allometry,41,93.336,78.192,NA,NA,60.389,7.462,10.342,17.803,NA,15.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
443,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,12.95,10.3,2700,191.4,400,3,Allometry,41,102.72,86.024,NA,NA,66.438,8.21,11.375,19.585,NA,16.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
444,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,12.42,10.05,3000,192.3,400,3,Allometry,41,103.029,86.083,NA,NA,66.494,8.224,11.366,19.59,NA,16.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
445,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,12.16,9.6,3300,203.1,400,3,Allometry,41,104.269,86.954,NA,NA,67.175,8.313,11.467,19.78,NA,17.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
446,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,15.09,12,1530,163.5,400,3,Allometry,41,89.866,75.976,NA,NA,58.643,7.223,10.11,17.334,NA,13.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
447,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,14.56,11.8,1845,188.25,400,3,Allometry,41,99.668,84.114,NA,NA,64.932,8.003,11.179,19.182,NA,15.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
448,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,13.87,11.63,2115,190.65,400,3,Allometry,41,102.795,86.553,NA,NA,66.824,8.243,11.486,19.729,NA,16.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
449,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,13.7,11.05,2407,197.25,400,3,Allometry,41,108.882,91.534,NA,NA,70.678,8.723,12.134,20.857,NA,17.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
450,Jiangxi,Dagang Mountain,27.67,114.63,175,17.8,1527,III,Cunninghamia forest,C. lanceolata,Planted,12,Min DBH,13.15,10.7,2955,225.75,400,3,Allometry,41,119.98,100.624,NA,NA,77.708,9.598,13.318,22.916,NA,19.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1989
451,Hainan,Limushan Forest Park,19.24,109.8,690,22.5,2188,II,Tropical rainforest,"Dacrydium pierrei, Machilus monticola, Xanthophyllum hainanense & Cyclobalanopsis patelliformis",Primary,All-aged,5.5,NA,NA,NA,NA,1500,1,Clearcutting,,NA,501.45,331.6,30.7,371.1,121.6,8.75,130.35,NA,NA,NA,13.94,NA,NA,13.86,NA,NA,0.08,NA,0.88,NA,NA,0,NA,Huang et al. 1991
452,Fujian,Jihui Township,26.84,117.93,390,19.5,1731,III,Castanopsis forest,C. fissa,Secondary,10,Min DBH,6.65,10.74,8813,234.8,267,4,Average,,NA,116.345,NA,NA,103.547,8.144,4.654,12.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1992
453,Fujian,Zhengfang Township,26.71,117.71,663,19.1,1746,IV,Castanopsis forest,C. carlesii,Secondary,11,Min DBH,5.14,9.44,13580,198.1,267,4,Average,,NA,118.606,NA,NA,96.079,14.224,8.303,22.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1992
454,Shanxi,Lingkongshan Forest Farm,36.66,112.14,1200,6.7,585,V,Betula forest ,B. platyphylla,Secondary,NA,Min DBH,NA,NA,NA,NA,NA,1,Allometry,14,86.99,66.524,NA,NA,50.541,13.524,2.459,15.983,NA,20.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1999
455,Shanxi,Lingkongshan Forest Farm,36.66,112.14,1200,6.7,585,V,Populus forest,P. davidiana,Secondary,NA,Min DBH,NA,NA,NA,NA,NA,1,Allometry,13,30.091,25.112,NA,NA,19.79,4.012,1.31,5.322,NA,4.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1999
456,Shanxi,Lingkongshan Forest Farm,36.66,112.14,1170,6.7,585,V,Quercus forest ,Q. wutaishanica,Secondary,70,Min DBH,NA,NA,NA,NA,NA,1,Allometry,28,217.565,162.501,96.736,24.828,121.564,36.993,3.944,40.937,NA,55.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Huang et al. 1999
